SalePrice,TotalArea,LivingArea,Neighborhood,PropertyType,BuildingQuality,Bedrooms,TotalRooms,Bathrooms,Floors,ConstructionMaterial,UtilitiesLevel,OwnershipType,YearBuilt,YearRemodel,YearSold
216500,7851,1960,Gilbert,1Fam,6,4,8,2.5,2Story,VinylSd,AllPub,PConc,2002,2002,2010
89500,1680,987,BrDale,TwnhsE,6,2,5,1.5,2Story,HdBoard,AllPub,CBlock,1971,1971,2008
185500,8773,1414,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2004,2004,2010
194500,9453,1744,SawyerW,1Fam,7,3,7,2.5,2Story,HdBoard,AllPub,PConc,1993,2003,2010
318000,12030,1694,NridgHt,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2007,2007,2007
113000,8741,1487,Edwards,1Fam,6,3,7,1.5,1.5Fin,VinylSd,AllPub,CBlock,1945,1950,2010
262500,9000,1566,Somerst,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2008,2008,2010
110500,3880,866,OldTown,1Fam,5,2,4,1.0,1Story,VinylSd,AllPub,CBlock,1945,1997,2007
79000,5000,1440,OldTown,1Fam,5,3,6,1.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1900,1950,2006
120000,10762,1217,SawyerW,TwnhsE,6,3,6,1.5,2Story,Plywood,AllPub,CBlock,1980,1980,2009
205000,8880,2110,SawyerW,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,1994,2002,2010
241500,10400,1872,NWAmes,1Fam,7,3,6,2.0,1Story,Wd Sdng,AllPub,CBlock,1988,1988,2006
137000,9142,1928,OldTown,2fmCon,6,4,9,2.0,2Story,AsbShng,AllPub,Stone,1910,1950,2006
140000,11310,1375,NAmes,1Fam,6,2,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1954,1954,2006
180000,11317,1668,CollgCr,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2007
277000,159000,2144,ClearCr,1Fam,6,4,7,2.0,1.5Fin,Wd Sdng,AllPub,CBlock,1958,2006,2007
76500,5350,1306,BrkSide,1Fam,3,3,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1940,1966,2010
235000,4750,1625,Crawfor,TwnhsE,8,2,5,2.0,1Story,VinylSd,AllPub,PConc,2006,2007,2007
173000,8366,1640,SawyerW,1Fam,6,3,6,2.5,2Story,VinylSd,AllPub,PConc,2004,2004,2008
158000,9350,1302,NAmes,1Fam,6,3,7,2.0,SLvl,HdBoard,AllPub,CBlock,1964,1991,2007
145000,8400,1314,NAmes,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1957,1957,2010
230000,8738,2291,Gilbert,1Fam,7,4,8,2.5,2Story,VinylSd,AllPub,PConc,1999,1999,2006
207500,8791,1728,Somerst,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2008
220000,8814,1604,CollgCr,1Fam,7,3,8,2.5,1Story,VinylSd,AllPub,PConc,2006,2006,2009
231500,12435,1792,CollgCr,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2001,2001,2008
97000,12702,882,OldTown,1Fam,5,2,4,1.0,1Story,BrkFace,AllPub,PConc,1956,1956,2008
176000,19296,1382,NAmes,1Fam,6,3,6,1.0,SLvl,Wd Sdng,AllPub,CBlock,1962,1962,2009
276000,9588,2574,CollgCr,1Fam,8,3,10,2.5,2Story,CemntBd,AllPub,PConc,2007,2007,2007
151000,8471,1212,Sawyer,1Fam,6,3,6,1.0,SLvl,HdBoard,AllPub,CBlock,1977,1995,2006
130000,5500,1316,OldTown,1Fam,5,3,6,1.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1929,2001,2010
73000,5232,764,OldTown,1Fam,5,2,4,1.0,1Story,Wd Sdng,AllPub,BrkTil,1925,2004,2008
175500,12090,1422,NWAmes,1Fam,6,3,7,2.0,1Story,MetalSd,AllPub,CBlock,1981,1981,2008
185000,11207,1511,Gilbert,1Fam,6,3,8,2.5,2Story,VinylSd,AllPub,PConc,1997,1997,2006
179500,8400,2192,SWISU,1Fam,5,4,8,2.5,2.5Fin,Wd Sdng,AllPub,PConc,1939,1997,2008
120500,6900,778,IDOTRR,1Fam,5,2,4,1.0,1Story,VinylSd,AllPub,CBlock,1940,1955,2008
148000,7917,1113,Edwards,1Fam,6,3,6,1.5,1Story,HdBoard,AllPub,CBlock,1976,1976,2007
266000,10728,1939,Somerst,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
241500,39104,1363,ClearCr,1Fam,7,2,5,1.0,1Story,Plywood,AllPub,CBlock,1954,2005,2008
290000,11764,2270,NoRidge,1Fam,8,4,9,2.5,2Story,VinylSd,AllPub,PConc,1999,2007,2010
139000,9600,1632,NAmes,1Fam,6,3,6,2.0,1Story,Wd Sdng,AllPub,CBlock,1958,1988,2009
124500,8314,816,Mitchel,1Fam,5,2,5,1.0,1Story,HdBoard,AllPub,CBlock,1982,1982,2007
205000,7264,1548,BrkSide,1Fam,7,3,5,2.5,1.5Fin,Wd Sdng,AllPub,BrkTil,1925,2007,2009
201000,9196,1560,Mitchel,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,2003,2003,2010
141000,19138,864,Gilbert,1Fam,4,2,4,1.0,1Story,VinylSd,AllPub,CBlock,1951,1951,2010
415298,14450,2121,NridgHt,1Fam,9,3,8,2.5,1Story,CemntBd,AllPub,PConc,2006,2007,2007
192000,10005,2022,ClearCr,1Fam,7,4,8,2.5,2Story,Plywood,AllPub,CBlock,1977,1977,2008
228500,11287,1982,SawyerW,1Fam,7,3,7,2.5,2Story,Plywood,AllPub,CBlock,1989,1989,2007
185000,7200,1262,Somerst,1Fam,6,2,5,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2006
207500,5063,1314,NridgHt,Twnhs,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2007,2008,2009
244600,9612,1468,Somerst,1Fam,8,3,6,2.0,1Story,VinylSd,AllPub,PConc,2008,2009,2009
179200,8012,1575,SawyerW,TwnhsE,6,2,5,2.0,1Story,Plywood,AllPub,PConc,1992,1992,2007
164700,4251,1250,Somerst,TwnhsE,7,2,5,2.5,2Story,MetalSd,AllPub,PConc,2006,2007,2007
159000,9786,1734,NAmes,1Fam,6,3,7,1.5,1.5Fin,Wd Sdng,AllPub,CBlock,1962,1981,2006
88000,8125,858,NAmes,1Fam,4,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1971,1971,2006
122000,9819,900,Sawyer,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1967,1967,2010
153575,8730,1396,BrkSide,1Fam,6,3,7,1.0,2Story,Wd Sdng,AllPub,BrkTil,1915,2003,2007
233230,15611,1919,CollgCr,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
135900,5687,1716,SWISU,2fmCon,5,6,9,2.0,2Story,VinylSd,AllPub,PConc,1912,2000,2008
131000,11409,1716,Edwards,1Fam,5,3,8,1.5,1.5Fin,Wd Sdng,AllPub,CBlock,1949,2008,2009
235000,16659,2263,NWAmes,1Fam,7,3,9,2.5,2Story,Plywood,AllPub,CBlock,1977,1994,2006
167000,9600,1644,NAmes,1Fam,6,3,7,1.0,1Story,HdBoard,AllPub,CBlock,1953,1953,2009
142500,7937,1003,Mitchel,1Fam,6,3,6,1.0,SLvl,HdBoard,AllPub,CBlock,1984,1984,2006
152000,13710,1558,IDOTRR,1Fam,5,4,6,1.5,1.5Fin,Wd Sdng,AllPub,CBlock,1950,1950,2007
239000,7399,1950,Somerst,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,1997,1998,2007
175000,11700,1743,NWAmes,1Fam,6,3,7,2.0,2Story,HdBoard,AllPub,CBlock,1968,1968,2007
158500,14000,1152,Crawfor,1Fam,6,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1950,2004,2009
157000,15750,1336,Crawfor,2fmCon,5,2,5,1.0,1Story,MetalSd,AllPub,CBlock,1953,1953,2006
267000,16226,2452,CollgCr,1Fam,8,4,9,2.5,2Story,VinylSd,AllPub,PConc,1998,1999,2007
205000,13704,1541,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2001,2002,2006
149900,9800,894,CollgCr,1Fam,5,3,5,1.0,1Story,VinylSd,AllPub,PConc,1972,1972,2006
295000,18386,3493,OldTown,1Fam,7,3,10,3.0,2.5Fin,CemntBd,AllPub,BrkTil,1880,2002,2008
305900,10386,2000,CollgCr,1Fam,8,3,8,2.0,1Story,CemntBd,AllPub,PConc,2004,2005,2007
225000,13474,2243,SawyerW,1Fam,7,4,8,2.5,2Story,HdBoard,AllPub,CBlock,1990,1991,2007
89500,7920,1406,IDOTRR,1Fam,6,3,6,1.0,1.5Fin,MetalSd,AllPub,CBlock,1920,1950,2008
82500,12342,861,Edwards,1Fam,4,1,4,1.0,1Story,VinylSd,AllPub,CBlock,1940,1950,2009
360000,12378,1944,NridgHt,1Fam,9,3,8,2.0,1Story,VinylSd,AllPub,PConc,2003,2004,2006
165600,7685,1501,Gilbert,1Fam,6,3,6,2.5,2Story,HdBoard,AllPub,PConc,1993,1994,2006
132000,8000,972,NAmes,1Fam,6,2,5,1.0,1Story,VinylSd,AllPub,CBlock,1948,2002,2009
119900,7800,1118,OldTown,2fmCon,5,3,5,1.0,1.5Fin,MetalSd,AllPub,CBlock,1939,1950,2006
375000,215245,2036,Timber,1Fam,7,3,8,2.0,1Story,BrkFace,AllPub,CBlock,1965,1965,2009
178000,9600,1641,OldTown,1Fam,7,3,6,1.5,2Story,Wd Sdng,AllPub,BrkTil,1925,1990,2006
188500,7795,1432,Gilbert,1Fam,7,3,6,2.5,2Story,VinylSd,AllPub,PConc,2004,2005,2009
260000,13005,2353,NWAmes,1Fam,7,4,10,2.5,2Story,CemntBd,AllPub,CBlock,1980,1980,2009
270000,9000,1959,Somerst,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2007
260000,9900,2646,NoRidge,1Fam,7,4,9,2.5,2Story,HdBoard,AllPub,PConc,1993,1993,2009
187500,14115,1472,NWAmes,1Fam,7,3,6,2.0,SLvl,Plywood,AllPub,CBlock,1980,1980,2009
342643,16259,2596,NridgHt,1Fam,9,4,9,3.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
354000,12099,2468,NridgHt,1Fam,8,4,10,2.5,2Story,VinylSd,AllPub,PConc,2004,2004,2007
301000,10380,2730,SawyerW,1Fam,7,4,8,2.5,2Story,Plywood,AllPub,CBlock,1986,1987,2007
126175,5820,1163,OldTown,1Fam,3,3,6,1.0,1Story,VinylSd,AllPub,CBlock,1955,2005,2006
242000,11275,2978,NAmes,1Fam,7,5,11,2.5,SLvl,Wd Sdng,AllPub,CBlock,1967,2007,2010
87000,5000,803,IDOTRR,1Fam,5,2,5,1.0,1.5Unf,MetalSd,AllPub,CBlock,1941,1950,2007
324000,10846,1719,Veenker,TwnhsE,8,1,6,1.5,1Story,BrkFace,AllPub,PConc,1993,1993,2008
145250,11600,1383,NAmes,1Fam,6,3,7,1.5,1Story,Wd Sdng,AllPub,CBlock,1960,1960,2006
214500,11888,2134,BrkSide,1Fam,6,5,10,2.0,2.5Unf,Wd Sdng,AllPub,BrkTil,1916,1994,2009
78000,6402,1192,IDOTRR,1Fam,5,3,6,1.0,2Story,Wd Sdng,AllPub,PConc,1920,1950,2009
119000,10624,1728,NAmes,Duplex,5,6,10,2.0,1Story,HdBoard,AllPub,CBlock,1964,1964,2007
139000,8176,1056,NAmes,1Fam,5,3,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1958,1992,2007
284000,10655,1629,NridgHt,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2003,2004,2009
207000,8198,1358,NridgHt,TwnhsE,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2004,2004,2008
192000,9042,1638,Gilbert,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2008
228950,164660,1786,Timber,2fmCon,5,3,7,2.0,1.5Fin,Plywood,AllPub,CBlock,1965,1965,2008
377426,14157,1922,StoneBr,1Fam,9,3,8,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2007
214000,9135,1536,CollgCr,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,2002,2003,2008
202500,14145,1621,NWAmes,1Fam,7,3,8,2.0,1Story,Wd Sdng,AllPub,CBlock,1984,1998,2006
155000,12400,1215,NAmes,1Fam,6,3,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1958,1998,2009
202900,14191,1908,Timber,1Fam,8,4,9,2.5,2Story,VinylSd,AllPub,PConc,2002,2002,2010
82000,8400,841,SawyerW,1Fam,4,2,4,1.0,1Story,Wd Sdng,AllPub,CBlock,1950,1950,2009
87500,8544,1040,NAmes,Duplex,3,2,6,2.0,1Story,Stucco,AllPub,Slab,1949,1950,2006
266000,8849,1684,NridgHt,TwnhsE,9,2,6,2.0,1Story,MetalSd,AllPub,PConc,2005,2005,2008
85000,2592,1112,MeadowV,TwnhsE,5,3,4,1.5,2Story,CemntBd,AllPub,CBlock,1976,1976,2010
140200,6435,1577,BrkSide,1Fam,6,3,6,1.0,1.5Fin,MetalSd,AllPub,BrkTil,1939,1950,2006
151500,12772,958,NAmes,1Fam,6,2,5,1.0,1Story,MetalSd,AllPub,CBlock,1960,1998,2007
157500,17600,1478,NAmes,1Fam,6,3,6,2.0,1Story,Wd Sdng,AllPub,CBlock,1960,1960,2009
154000,2448,1626,NridgHt,Twnhs,7,2,6,2.5,2Story,VinylSd,AllPub,PConc,2003,2004,2008
437154,20431,2728,NridgHt,1Fam,9,4,10,2.5,2Story,CemntBd,AllPub,PConc,2005,2006,2006
318061,7820,1869,NridgHt,TwnhsE,9,2,6,2.0,1Story,MetalSd,AllPub,PConc,2007,2007,2007
190000,5271,1453,ClearCr,1Fam,7,2,6,1.5,1Story,Wd Sdng,AllPub,PConc,1986,1986,2006
95000,9084,1111,Edwards,1Fam,5,3,5,1.0,1.5Fin,VinylSd,AllPub,CBlock,1941,1950,2008
105900,8520,720,OldTown,1Fam,6,2,5,1.0,1Story,VinylSd,AllPub,BrkTil,1928,2003,2010
140000,8400,1595,SWISU,1Fam,6,2,6,1.0,1.5Fin,Wd Sdng,AllPub,CBlock,1940,2000,2006
177500,11249,1200,CollgCr,1Fam,6,3,6,2.0,1Story,VinylSd,AllPub,PConc,1995,1995,2007
173000,9248,1167,Gilbert,1Fam,6,3,6,2.0,1Story,HdBoard,AllPub,PConc,1992,1992,2009
134000,4224,1142,MeadowV,TwnhsE,5,3,6,1.5,1Story,CemntBd,AllPub,PConc,1976,1976,2007
130000,6930,1352,ClearCr,1Fam,5,3,6,1.0,SLvl,Wd Sdng,AllPub,CBlock,1958,1958,2006
280000,12011,1924,NoRidge,1Fam,8,3,7,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2006
156000,7540,912,Mitchel,1Fam,6,2,5,1.0,SFoyer,VinylSd,AllPub,CBlock,1978,1978,2007
145000,9144,1505,BrkSide,1Fam,5,3,8,1.0,1.5Fin,MetalSd,AllPub,CBlock,1940,1982,2008
198500,7301,1922,Edwards,1Fam,7,4,7,3.0,SFoyer,HdBoard,AllPub,Slab,2003,2003,2009
118000,1680,987,BrDale,Twnhs,6,2,5,1.5,2Story,HdBoard,AllPub,CBlock,1972,2007,2009
190000,18800,1574,NWAmes,1Fam,6,3,6,2.5,2Story,HdBoard,AllPub,PConc,1976,1976,2006
147000,10690,1344,IDOTRR,1Fam,5,3,6,1.0,2Story,VinylSd,AllPub,CBlock,1920,1997,2009
159000,9500,1394,NAmes,1Fam,6,3,6,1.5,1Story,Plywood,AllPub,CBlock,1963,1963,2009
165000,9150,1431,NAmes,1Fam,6,3,6,1.0,SLvl,Plywood,AllPub,CBlock,1962,1962,2008
132000,7800,1268,NAmes,1Fam,5,2,7,1.0,1Story,HdBoard,AllPub,PConc,1954,1954,2010
162000,9830,1287,NAmes,1Fam,5,3,7,1.0,1Story,Wd Sdng,AllPub,CBlock,1959,2006,2010
172400,8121,1664,Gilbert,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,2000,2000,2006
134432,17120,1588,ClearCr,1Fam,4,4,7,2.0,1.5Fin,WdShing,AllPub,CBlock,1959,1959,2008
125000,7175,752,SawyerW,TwnhsE,6,2,4,1.0,1Story,Plywood,AllPub,CBlock,1984,1984,2010
123000,10634,1319,NAmes,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,PConc,1953,1953,2009
219500,8200,1928,CollgCr,1Fam,7,4,8,2.5,2Story,VinylSd,AllPub,PConc,2003,2004,2007
61000,10020,904,Edwards,1Fam,1,1,4,0.5,1Story,Wd Sdng,AllPub,BrkTil,1922,1950,2009
148000,8846,914,CollgCr,1Fam,5,2,5,1.0,SFoyer,VinylSd,AllPub,PConc,1996,1996,2006
340000,11143,2466,Somerst,1Fam,8,4,8,3.0,2Story,CemntBd,AllPub,PConc,2004,2005,2007
394432,11394,1856,StoneBr,1Fam,9,1,8,1.5,1Story,VinylSd,AllPub,PConc,2010,2010,2010
179000,8123,1800,Gilbert,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,2000,2000,2009
127000,5000,1691,SWISU,1Fam,5,3,6,2.0,1.5Fin,BrkFace,AllPub,BrkTil,1924,1950,2010
187750,7200,1301,Somerst,1Fam,7,2,5,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2006
213500,9245,1797,CollgCr,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2007
76000,9000,784,SawyerW,1Fam,6,2,5,1.0,1.5Unf,Wd Sdng,AllPub,BrkTil,1928,1950,2009
240000,53107,1953,ClearCr,1Fam,6,3,9,2.5,2Story,HdBoard,AllPub,PConc,1992,1992,2007
192000,3182,1269,Blmngtn,TwnhsE,8,2,6,2.0,1Story,VinylSd,AllPub,PConc,2004,2005,2010
81000,8410,1184,Edwards,1Fam,5,5,8,1.0,1.5Fin,Wd Sdng,AllPub,PConc,1910,1996,2006
125000,7200,1125,Edwards,1Fam,6,3,6,1.0,SLvl,MetalSd,AllPub,CBlock,1976,1976,2009
191000,9382,1479,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,1999,2000,2008
426000,12474,2332,NridgHt,1Fam,10,3,9,2.5,2Story,VinylSd,AllPub,PConc,2007,2008,2008
119000,8405,1367,Edwards,1Fam,5,4,7,1.0,1.5Fin,MetalSd,AllPub,BrkTil,1900,1950,2008
215000,12209,1961,Mitchel,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,2001,2002,2009
106500,8339,882,NAmes,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,Slab,1959,1959,2007
100000,7446,788,BrkSide,1Fam,4,2,4,1.0,1Story,WdShing,AllPub,CBlock,1941,1950,2006
109000,10134,1034,OldTown,1Fam,5,2,5,1.0,1.5Fin,MetalSd,AllPub,CBlock,1940,1950,2007
129000,9571,1144,Edwards,1Fam,5,3,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1956,1956,2010
123000,7200,894,CollgCr,1Fam,5,2,6,1.0,1Story,MetalSd,AllPub,CBlock,1972,1972,2009
169500,7590,1812,NAmes,1Fam,5,4,8,2.0,2Story,VinylSd,AllPub,CBlock,1962,1962,2007
67000,8967,1077,IDOTRR,1Fam,5,2,6,1.0,1Story,MetalSd,AllPub,BrkTil,1920,1950,2007
241000,8125,1550,Somerst,1Fam,7,2,7,2.0,2Story,CemntBd,AllPub,PConc,2006,2007,2009
245500,14963,1288,Veenker,TwnhsE,8,1,4,1.5,1Story,BrkFace,AllPub,PConc,1996,1996,2008
164990,8767,1310,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2005,2005,2006
108000,10200,672,Sawyer,1Fam,5,2,4,1.0,1Story,Wd Sdng,AllPub,PConc,1940,1997,2008
258000,12090,2263,NoRidge,1Fam,8,4,10,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2006
168000,10364,1572,Gilbert,1Fam,6,3,7,2.5,2Story,MetalSd,AllPub,PConc,1995,1996,2007
150000,9991,1620,Sawyer,1Fam,4,3,8,2.0,1Story,Plywood,AllPub,CBlock,1976,1993,2009
115000,10480,1639,SWISU,1Fam,6,3,6,1.0,1.5Fin,MetalSd,AllPub,BrkTil,1936,1950,2008
177000,15576,1680,Crawfor,1Fam,6,4,8,2.0,2Story,Wd Sdng,AllPub,BrkTil,1915,1976,2008
280000,14154,2172,NridgHt,1Fam,7,3,9,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2007
339750,10800,2078,Somerst,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2007,2008,2008
60000,9571,1276,Edwards,1Fam,5,3,5,1.0,1Story,BrkComm,AllPub,CBlock,1958,1958,2009
145000,34650,1056,Gilbert,2fmCon,5,3,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1955,1955,2006
222000,4403,1478,Somerst,1Fam,7,2,7,2.5,1Story,MetalSd,AllPub,PConc,2009,2009,2010
115000,8960,1028,OldTown,1Fam,5,2,5,1.0,1Story,WdShing,AllPub,CBlock,1927,1950,2010
228000,11228,2097,SawyerW,1Fam,7,3,9,2.5,2Story,VinylSd,AllPub,PConc,1993,1993,2008
181134,8899,1340,Gilbert,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2007,2007,2007
149500,7844,1400,Sawyer,1Fam,6,3,6,1.5,2Story,HdBoard,AllPub,CBlock,1978,1978,2006
239000,22420,2624,Crawfor,1Fam,6,4,10,2.5,2Story,Wd Sdng,AllPub,BrkTil,1918,1950,2007
126000,8160,1134,Edwards,1Fam,5,3,7,1.5,1.5Fin,MetalSd,AllPub,BrkTil,1940,1950,2007
142000,8450,1056,NAmes,1Fam,5,3,6,1.0,1Story,VinylSd,AllPub,CBlock,1968,1968,2010
206300,7060,1344,Mitchel,Duplex,7,2,8,2.0,SFoyer,VinylSd,AllPub,PConc,1997,1998,2008
215000,16635,1602,NWAmes,1Fam,6,3,8,2.0,1Story,CemntBd,AllPub,CBlock,1977,2000,2009
113000,21750,988,Mitchel,1Fam,5,2,4,1.0,1Story,HdBoard,AllPub,CBlock,1954,1954,2008
315000,9200,2630,NoRidge,1Fam,8,4,8,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2008
139000,9000,1196,NAmes,1Fam,6,2,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1956,1956,2008
135000,3378,1389,OldTown,1Fam,7,3,6,1.5,2Story,HdBoard,AllPub,CBlock,1946,1992,2009
275000,12800,1644,SawyerW,1Fam,7,2,5,2.0,SLvl,Wd Sdng,AllPub,PConc,1989,1989,2009
109008,8593,907,NAmes,1Fam,4,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1957,1957,2008
195400,6762,1208,CollgCr,1Fam,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2007,2007,2007
175000,11457,1412,Timber,1Fam,6,3,6,2.0,1Story,HdBoard,AllPub,CBlock,1988,1988,2009
85400,1680,987,BrDale,Twnhs,6,2,4,1.5,2Story,HdBoard,AllPub,CBlock,1971,1971,2008
79900,5586,1198,OldTown,1Fam,6,4,7,1.0,1.5Fin,MetalSd,AllPub,BrkTil,1920,1998,2008
122500,1920,1365,BrDale,TwnhsE,5,2,6,1.5,2Story,HdBoard,AllPub,CBlock,1971,1971,2007
181000,10839,1604,Gilbert,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1997,1998,2008
81000,1890,630,MeadowV,Twnhs,4,1,3,1.0,SFoyer,CemntBd,AllPub,CBlock,1972,1972,2008
212000,10667,1661,CollgCr,1Fam,7,3,6,2.5,2Story,VinylSd,AllPub,PConc,1996,1996,2009
116000,4400,1118,OldTown,1Fam,6,2,6,1.0,1.5Fin,Stucco,AllPub,BrkTil,1920,1950,2006
119000,6000,904,BrkSide,1Fam,6,2,4,1.0,1.5Unf,Wd Sdng,AllPub,PConc,1926,2004,2009
90350,4280,694,Crawfor,1Fam,5,2,4,1.0,1Story,WdShing,AllPub,PConc,1913,2002,2007
110000,12354,1196,Edwards,1Fam,6,3,7,1.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1920,2000,2009
555000,15431,2402,NridgHt,1Fam,10,2,10,2.0,1Story,VinylSd,AllPub,PConc,2008,2008,2009
118000,12108,1440,Edwards,Duplex,4,4,8,2.0,1Story,VinylSd,AllPub,CBlock,1955,1955,2008
162900,6240,1573,BrkSide,1Fam,5,3,8,2.0,1.5Fin,MetalSd,AllPub,PConc,1930,1992,2008
172500,3922,1258,Blmngtn,TwnhsE,7,2,6,2.0,1Story,WdShing,AllPub,PConc,2006,2007,2007
210000,8750,1908,CollgCr,1Fam,7,4,8,2.5,2Story,VinylSd,AllPub,PConc,1994,1995,2008
127500,9855,1689,Edwards,1Fam,6,3,7,1.0,1Story,Wd Sdng,AllPub,CBlock,1956,1956,2009
190000,16492,1888,NAmes,1Fam,6,2,6,2.5,1Story,BrkFace,AllPub,CBlock,1966,2002,2010
199900,11214,1886,Gilbert,1Fam,7,4,10,2.5,2Story,VinylSd,AllPub,PConc,1998,1999,2006
119500,8600,1376,IDOTRR,1Fam,6,3,7,2.0,1.5Fin,MetalSd,AllPub,BrkTil,1937,1950,2006
120000,6000,1183,OldTown,1Fam,3,2,6,1.5,1.5Fin,MetalSd,AllPub,CBlock,1948,2002,2007
110000,5684,813,OldTown,1Fam,6,2,5,1.0,1Story,Wd Sdng,AllPub,BrkTil,1930,2005,2006
280000,70761,1533,ClearCr,1Fam,7,2,5,2.0,1Story,Plywood,AllPub,CBlock,1975,1975,2006
204000,9303,1756,Timber,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1996,1997,2007
210000,9000,1590,Somerst,1Fam,8,3,6,2.5,2Story,VinylSd,AllPub,PConc,2008,2008,2009
188000,9297,1728,Mitchel,Duplex,5,4,8,2.0,1Story,Plywood,AllPub,CBlock,1976,1976,2006
175500,9600,1242,NWAmes,1Fam,7,3,6,1.5,1Story,HdBoard,AllPub,CBlock,1973,1973,2007
98000,4571,1344,OldTown,1Fam,5,4,7,1.0,2Story,AsbShng,AllPub,BrkTil,1916,1950,2008
256000,53227,1663,ClearCr,1Fam,4,2,6,1.0,1Story,Plywood,AllPub,CBlock,1954,1994,2008
161000,5100,1666,OldTown,1Fam,8,3,7,1.0,2Story,Stucco,AllPub,PConc,1925,1996,2008
110000,7015,1203,BrkSide,1Fam,5,3,5,1.0,1.5Fin,MetalSd,AllPub,CBlock,1950,1950,2009
263435,8004,1935,Somerst,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2009,2009,2009
155000,7200,1135,SWISU,1Fam,7,3,6,1.0,2Story,Wd Sdng,AllPub,PConc,1936,2007,2009
62383,8281,864,Sawyer,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1965,1965,2009
188700,11988,1660,Crawfor,1Fam,6,3,6,1.5,2Story,Stucco,AllPub,CBlock,1934,1995,2008
124000,8430,1040,CollgCr,1Fam,5,3,5,2.0,1Story,HdBoard,AllPub,CBlock,1978,1978,2009
178740,3072,1414,Blmngtn,TwnhsE,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2004,2004,2006
167000,10628,1277,NAmes,1Fam,7,2,5,1.0,1Story,Plywood,AllPub,CBlock,1970,1970,2007
146500,9480,1644,NAmes,1Fam,5,3,7,1.5,2Story,MetalSd,AllPub,CBlock,1942,1995,2007
250000,11428,1634,NridgHt,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2007
